Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2017,1,7,00:00,UTC,,994.4,83,0,47,-3.7,-6.2,,216,11.4,6.8
2017,1,7,01:00,UTC,,993.6,84,0,47,-3.6,-5.8,,204,6.8,3.5
2017,1,7,02:00,UTC,,992.7,84,0,47,-4.1,-6.4,,193,10.3,4.7
2017,1,7,03:00,UTC,,992,81,0,47,-4,-6.8,,220,14.6,8.9
2017,1,7,04:00,UTC,,991.7,81,0,47,-4,-6.7,,223,8,4.5
2017,1,7,05:00,UTC,,990.5,82,0,47,-3.8,-6.5,,222,11.6,7.3
2017,1,7,06:00,UTC,,990.2,83,0,47,-3.7,-6.1,,222,15.2,10
2017,1,7,07:00,UTC,,990.9,82,0,47,-3.1,-5.7,,221,10.5,6.5
2017,1,7,08:00,UTC,,991.1,80,0,47,-2.7,-5.7,,122,6.2,3.5
2017,1,7,09:00,UTC,,991.3,82,0,47,-3.2,-5.9,,172,6.1,2.5
2017,1,7,10:00,UTC,,991.7,81,0,47,-4,-6.8,,242,6.6,4.2
2017,1,7,11:00,UTC,,992.4,80,0,47,-5.4,-8.2,,338,3.2,1.5
2017,1,7,12:00,UTC,,992.8,83,0,47,-6.2,-8.6,,214,2.8,1.3
2017,1,7,13:00,UTC,,993.5,85,0,47,-8.1,-10.1,,161,1.8,0.8
2017,1,7,14:00,UTC,,994.4,90,0,47,-8.3,-9.7,,272,4.2,1.5
2017,1,7,15:00,UTC,,995.6,91,0,46,-9.7,-10.9,,89,2.2,1.2
2017,1,7,16:00,UTC,,996.5,93,0,47,-9.9,-10.7,,44,1.9,1
2017,1,7,17:00,UTC,,997.4,94,0,46,-9.9,-10.8,,13,1.4,0.6
2017,1,7,18:00,UTC,,998.2,94,0,46,-10.6,-11.3,,82,2.4,1.4
2017,1,7,19:00,UTC,,998.8,83,0,47,-2,-4.5,,225,9.5,5.6
2017,1,7,20:00,UTC,,1000,87,0,46,-1.4,-3.3,,258,3,1.9
2017,1,7,21:00,UTC,,1001.3,91,0,46,-3.9,-5.2,,240,2.7,1.7
2017,1,7,22:00,UTC,,1002.5,97,0,46,-4.4,-4.9,,275,3.2,1.6
2017,1,7,23:00,UTC,,1003.8,96,0,46,-4.2,-4.8,,211,2.3,1.1
2017,1,8,00:00,UTC,,1004.4,93,0,46,-2.4,-3.4,,224,5.4,2.9
2017,1,8,01:00,UTC,,1004.9,93,0,46,-3.5,-4.4,,90,1.1,0.6
2017,1,8,02:00,UTC,,1004.8,95,0,46,-5.2,-5.8,,229,2.6,1.2
2017,1,8,03:00,UTC,,1004.6,85,0,46,-3.6,-5.7,,258,6.2,2.7
2017,1,8,04:00,UTC,,1004,86,0,46,-2.5,-4.5,,249,9.7,6.1
2017,1,8,05:00,UTC,,1003.6,83,0,46,-3.5,-6,,258,7,4.2
2017,1,8,06:00,UTC,,1002.6,78,0,46,-4.2,-7.4,,250,5.3,2.5
2017,1,8,07:00,UTC,,1001.3,78,0,46,-3.8,-7,,260,6.9,2.3
2017,1,8,08:00,UTC,,999.6,80,0,46,-4.4,-7.3,,191,7.3,3.4
2017,1,8,09:00,UTC,,998.3,82,0,46,-4.7,-7.3,,177,6.7,3
2017,1,8,10:00,UTC,,996.4,85,0,46,-5.8,-8,,172,9,4.3
2017,1,8,11:00,UTC,,994.6,85,0,46,-4.9,-7,,179,9,5.1
2017,1,8,12:00,UTC,,992.5,85,0,46,-3,-5.1,,185,12.3,6.1
2017,1,8,13:00,UTC,,990.7,86,0,46,-2.7,-4.7,,191,10,4.2
2017,1,8,14:00,UTC,,988.5,86,0,46,-2.5,-4.5,,211,8.5,5
2017,1,8,15:00,UTC,,986.6,86,0,46,-2.4,-4.4,,202,9.3,4.4
2017,1,8,16:00,UTC,,985.6,86,0,46,-2.3,-4.3,,192,8,4.5
2017,1,8,17:00,UTC,,983.8,89,0,46,-1.3,-2.9,,220,12.6,8.5
2017,1,8,18:00,UTC,,983.2,90,0,46,-0.9,-2.3,,206,9.7,4.6
2017,1,8,19:00,UTC,,983.3,91,0.7,45,-0.9,-2.1,,195,8.1,3.7
2017,1,8,20:00,UTC,,983.7,98,0.7,47,0.9,0.7,,272,12.4,4.7
2017,1,8,21:00,UTC,,984.7,88,0.5,47,1.3,-0.4,,320,12.9,5.6
2017,1,8,22:00,UTC,,985.6,84,0,47,1.3,-1.2,,263,5.5,2.7
2017,1,8,23:00,UTC,,986,75,0,47,1.7,-2.2,,279,6.9,4.1
2017,1,9,00:00,UTC,,986.5,93,0,47,0.4,-0.6,,272,8,4.7
2017,1,9,01:00,UTC,,986.8,82,0,47,-0.6,-3.3,,245,6.8,3.8
2017,1,9,02:00,UTC,,987.1,82,0,46,-2.7,-5.3,,251,4.8,2.3
2017,1,9,03:00,UTC,,987.1,89,0,46,-5.4,-6.9,,282,4.9,1.3
2017,1,9,04:00,UTC,,986.5,80,0,47,-3.1,-6.1,,248,9.7,5.3
2017,1,9,05:00,UTC,,986.2,76,0,47,-3.2,-6.9,,240,11.2,5.9
2017,1,9,06:00,UTC,,985.8,76,0,46,-4.6,-8.1,,259,4.5,2
2017,1,9,07:00,UTC,,984.6,81,0,47,-3.9,-6.7,,254,10.3,5.1
2017,1,9,08:00,UTC,,984.5,77,0,46,-2.7,-6.2,,243,15.4,8.1
2017,1,9,09:00,UTC,,985.4,78,0,46,-2.8,-6.1,,251,11.2,6.7
2017,1,9,10:00,UTC,,985.9,98,0.5,47,-2.3,-2.6,,256,10.6,6
2017,1,9,11:00,UTC,,987.4,89,0,47,-1.2,-2.9,,280,8.8,4.8
2017,1,9,12:00,UTC,,989.1,95,0,47,-1.7,-2.4,,267,9.3,4.9
2017,1,9,13:00,UTC,,990,85,0,48,-2.1,-4.2,,263,7.8,4.1
2017,1,9,14:00,UTC,,991.2,85,0,48,-1.9,-4,,273,10.1,5.5
