Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2017,1,9,16:00,UTC,,1014.4,98,,,2.2,1.9,,232,11.3,9.4
2017,1,9,17:00,UTC,,1014,98,,,2,1.7,,229,13,11.4
2017,1,9,18:00,UTC,,1013.9,97,,,2.1,1.7,,226,12.6,10.8
2017,1,9,19:00,UTC,,1013.7,98,,,1.8,1.5,,220,14.6,13.1
2017,1,9,20:00,UTC,,1013.3,98,,,1.9,1.6,,236,13.8,11.9
2017,1,9,21:00,UTC,,1012.9,97,,,2,1.6,,230,11.9,10.7
2017,1,9,22:00,UTC,,1012.7,98,,,2.2,2,,219,12.4,10.6
2017,1,9,23:00,UTC,,1012.6,99,,,2.4,2.3,,227,12.7,11.1
2017,1,10,00:00,UTC,,1012.3,99,,,2.4,2.3,,223,13.2,11.6
2017,1,10,01:00,UTC,,1012.4,99,,,2.5,2.3,,225,11.2,10.2
2017,1,10,02:00,UTC,,1012.3,99,,,2.8,2.6,,226,13.1,11.4
2017,1,10,03:00,UTC,,1012.4,98,,,2.9,2.6,,230,13.5,11.9
2017,1,10,04:00,UTC,,1012.3,98,,,2.9,2.6,,228,13.9,12.2
2017,1,10,05:00,UTC,,1012.7,97,,,3,2.5,,238,15.7,13.4
2017,1,10,06:00,UTC,,1013.1,96,,,2.6,2.1,,249,15.8,13.6
2017,1,10,07:00,UTC,,1013.5,96,,,2.7,2.1,,237,13.9,11.4
2017,1,10,08:00,UTC,,1013.7,96,,,2.8,2.2,,233,11.2,10.1
2017,1,10,09:00,UTC,,1013.7,94,,,2.9,2,,223,15.1,12.4
2017,1,10,10:00,UTC,,1013.9,90,,,2.7,1.2,,228,18.2,14.5
2017,1,10,11:00,UTC,,1013.8,95,,,2.1,1.4,,229,15.6,13.5
2017,1,10,12:00,UTC,,1013.6,92,,,1.9,0.8,,226,17.6,14.7
2017,1,10,13:00,UTC,,1013.6,88,,,2,0.2,,227,18.3,15.3
2017,1,10,14:00,UTC,,1013.6,83,,,1.9,-0.6,,220,17.8,15.7
2017,1,10,15:00,UTC,,1013.4,82,,,1.7,-1,,221,18.8,15
2017,1,10,16:00,UTC,,1013.3,85,,,1.7,-0.5,,215,17,14.6
2017,1,10,17:00,UTC,,1013.2,84,,,1.6,-0.8,,221,16.9,14.2
2017,1,10,18:00,UTC,,1013,82,,,1.7,-1,,224,17.2,14.4
2017,1,10,19:00,UTC,,1012.7,84,,,1.7,-0.7,,223,17.1,14.5
2017,1,10,20:00,UTC,,1012.6,84,,,1.6,-0.9,,210,18.8,15.4
2017,1,10,21:00,UTC,,1012.6,85,,,1.4,-0.9,,217,16,13.8
2017,1,10,22:00,UTC,,1012.2,81,,,1.4,-1.5,,222,19.7,16.6
2017,1,10,23:00,UTC,,1011.7,80,,,1.5,-1.6,,214,20.5,17.6
2017,1,11,00:00,UTC,,1010.9,89,,,1.1,-0.6,,194,16.2,13.5
2017,1,11,01:00,UTC,,1010.2,93,,,1.3,0.3,,196,15.7,13.4
2017,1,11,02:00,UTC,,1009.2,92,,,1.1,-0.1,,190,16.6,14.2
2017,1,11,03:00,UTC,,1008.6,93,,,0.2,-0.7,,184,16.7,14.3
